,userId,movieId,rating,timestamp
5430000,37301,954,3.0,866243236
5430001,37301,955,4.0,866242881
5430002,37301,965,4.0,866242969
5430003,37301,969,3.0,866245141
5430004,37301,970,4.0,866244380
5430005,37301,1028,3.0,866244096
5430006,37301,1041,3.0,866242020
5430007,37301,1066,3.0,866246061
5430008,37301,1067,4.0,866247236
5430009,37301,1069,3.0,866244322
5430010,37301,1070,3.0,866246651
5430011,37301,1073,3.0,866241703
5430012,37301,1077,3.0,866243103
5430013,37301,1078,3.0,866243408
5430014,37301,1079,3.0,866246559
5430015,37301,1080,4.0,866243757
5430016,37301,1081,3.0,866246310
5430017,37301,1082,3.0,866245320
5430018,37301,1089,3.0,866242771
5430019,37301,1094,3.0,866243557
5430020,37301,1095,3.0,866243370
5430021,37301,1103,3.0,866243660
5430022,37301,1104,3.0,866243660
5430023,37301,1120,3.0,866242020
5430024,37301,1124,2.0,866246726
5430025,37301,1129,3.0,866243694
5430026,37301,1130,3.0,866244158
5430027,37301,1135,2.0,866246391
5430028,37301,1136,4.0,866243060
5430029,37301,1143,4.0,866245651
5430030,37301,1148,3.0,866243323
5430031,37301,1149,4.0,866242513
5430032,37301,1150,2.0,866244261
5430033,37301,1152,3.0,866246863
5430034,37301,1153,3.0,866246614
5430035,37301,1154,4.0,866246764
5430036,37301,1161,3.0,866245077
5430037,37301,1162,3.0,866243277
5430038,37301,1164,5.0,866245375
5430039,37301,1171,3.0,866243409
5430040,37301,1173,3.0,866243277
5430041,37301,1175,3.0,866243059
5430042,37301,1176,3.0,866243627
5430043,37301,1178,4.0,866242881
5430044,37301,1179,3.0,866243370
5430045,37301,1186,3.0,866243144
5430046,37301,1189,3.0,866243144
5430047,37301,1193,3.0,866245077
5430048,37301,1196,1.0,866244294
5430049,37301,1198,2.0,866243785
5430050,37301,1199,3.0,866242825
5430051,37301,1201,4.0,866242920
5430052,37301,1204,3.0,866243236
5430053,37301,1206,3.0,866242770
5430054,37301,1208,4.0,866242770
5430055,37301,1209,4.0,866243103
5430056,37301,1210,2.0,866241768
5430057,37301,1211,4.0,866243192
5430058,37301,1212,4.0,866242771
5430059,37301,1213,4.0,866242825
5430060,37301,1215,3.0,866243487
5430061,37301,1217,3.0,866242969
5430062,37301,1218,3.0,866243192
5430063,37301,1219,3.0,866243005
5430064,37301,1220,3.0,866243450
5430065,37301,1221,3.0,866242881
5430066,37301,1222,5.0,866242969
5430067,37301,1223,3.0,866243059
5430068,37301,1224,2.0,866243523
5430069,37301,1227,3.0,866243277
5430070,37301,1228,3.0,866242825
5430071,37301,1230,3.0,866242825
5430072,37301,1231,3.0,866243103
5430073,37301,1232,4.0,866243849
5430074,37301,1233,2.0,866242020
5430075,37301,1234,3.0,866243236
5430076,37301,1235,2.0,866243103
5430077,37301,1236,3.0,866243487
5430078,37301,1237,3.0,866243323
5430079,37301,1238,4.0,866243323
5430080,37301,1244,3.0,866242969
5430081,37301,1245,3.0,866242920
5430082,37301,1247,3.0,866242881
5430083,37301,1248,5.0,866242920
5430084,37301,1250,3.0,866243192
5430085,37301,1251,5.0,866243059
5430086,37301,1252,4.0,866242771
5430087,37301,1254,3.0,866242825
5430088,37301,1256,5.0,866242771
5430089,37301,1258,5.0,866243059
5430090,37301,1259,3.0,866243694
5430091,37301,1260,5.0,866243059
5430092,37301,1264,3.0,866243277
5430093,37301,1265,3.0,866243596
5430094,37301,1266,3.0,866243277
5430095,37301,1267,4.0,866242825
5430096,37301,1270,3.0,866243409
5430097,37301,1273,3.0,866243450
5430098,37301,1274,3.0,866243523
5430099,37301,1275,3.0,866244412
5430100,37301,1278,3.0,866242920
5430101,37301,1279,3.0,866243596
5430102,37301,1281,3.0,866243059
5430103,37301,1284,4.0,866242970
5430104,37301,1285,3.0,866242825
5430105,37301,1288,3.0,866242881
5430106,37301,1289,1.0,866243237
5430107,37301,1292,3.0,866243144
5430108,37301,1293,1.0,866244066
5430109,37301,1296,2.0,866243409
5430110,37301,1298,2.0,866245595
5430111,37301,1300,3.0,866243144
5430112,37301,1301,3.0,866243192
5430113,37301,1303,3.0,866243370
5430114,37301,1305,4.0,866243323
5430115,37301,1306,3.0,866243726
5430116,37301,1321,3.0,866243596
5430117,37301,1333,3.0,866243370
5430118,37301,1339,3.0,866244096
5430119,37301,1340,3.0,866243237
5430120,37301,1343,3.0,866244158
5430121,37301,1348,5.0,866243005
5430122,37301,1354,3.0,866242171
5430123,37301,1358,3.0,866244322
5430124,37301,1371,3.0,866246014
5430125,37301,1374,2.0,866243910
5430126,37301,1377,3.0,866244294
5430127,37301,1380,3.0,866244627
