,userId,movieId,rating,timestamp
5370000,36878,788,4.0,851870928
5370001,36878,891,5.0,851871526
5370002,36878,1073,3.0,851870928
5370003,36879,2,4.0,1270327401
5370004,36879,10,4.0,1270327294
5370005,36879,32,4.5,1263322759
5370006,36879,223,4.0,1270327387
5370007,36879,337,4.0,1270327484
5370008,36879,357,4.0,1270327324
5370009,36879,586,3.5,1270327342
5370010,36879,720,3.0,1263322368
5370011,36879,778,4.5,1270327411
5370012,36879,784,3.5,1270327541
5370013,36879,1193,4.5,1270327326
5370014,36879,1247,4.0,1270327523
5370015,36879,1265,4.0,1270327311
5370016,36879,1617,4.5,1270327333
5370017,36879,1682,4.0,1270327431
5370018,36879,1704,4.5,1270327351
5370019,36879,1917,3.0,1270327402
5370020,36879,2004,2.5,1263322445
5370021,36879,2054,3.0,1270327490
5370022,36879,2291,4.0,1270327463
5370023,36879,2294,3.5,1263322302
5370024,36879,2382,3.5,1263322542
5370025,36879,2455,4.0,1263322305
5370026,36879,2502,4.0,1270327475
5370027,36879,2628,4.0,1270327299
5370028,36879,2683,3.5,1270327363
5370029,36879,2692,4.0,1270327526
5370030,36879,2706,3.5,1270327391
5370031,36879,2860,3.5,1263322568
5370032,36879,2916,4.0,1270327453
5370033,36879,2926,3.5,1263322489
5370034,36879,2959,4.5,1270327290
5370035,36879,2986,3.5,1263322434
5370036,36879,2997,4.5,1270327349
5370037,36879,3033,3.5,1263322286
5370038,36879,3052,4.5,1270327536
5370039,36879,3421,4.0,1263322287
5370040,36879,3481,4.0,1270327544
5370041,36879,3578,3.5,1270327322
5370042,36879,3745,4.0,1263322426
5370043,36879,3751,3.5,1270327513
5370044,36879,3793,4.0,1270327365
5370045,36879,3869,4.0,1263322453
5370046,36879,3996,3.5,1270327373
5370047,36879,4022,3.5,1270327497
5370048,36879,4226,4.5,1270327376
5370049,36879,4306,4.0,1270327330
5370050,36879,5025,4.0,1263322550
5370051,36879,5445,4.5,1270327436
5370052,36879,7361,4.5,1270327509
5370053,36879,8961,4.5,1270327547
5370054,36879,54259,4.5,1263322529
5370055,36879,68358,5.0,1263322536
5370056,36879,69757,4.0,1263322679
5370057,36879,71520,4.5,1270607663
5370058,36879,71535,4.5,1270316088
5370059,36879,71838,4.0,1270602002
5370060,36879,72226,4.5,1269885508
5370061,36879,72998,5.0,1263322740
5370062,36880,2,3.5,1319601963
5370063,36880,39,3.5,1319601847
5370064,36880,104,5.0,1319602078
5370065,36880,141,1.0,1319601873
5370066,36880,170,4.5,1319597290
5370067,36880,223,5.0,1319599449
5370068,36880,231,4.0,1319601724
5370069,36880,235,4.0,1319602159
5370070,36880,260,0.5,1319599822
5370071,36880,273,1.0,1319597334
5370072,36880,296,0.5,1319599624
5370073,36880,317,0.5,1319602155
5370074,36880,318,5.0,1319599800
5370075,36880,329,0.5,1319601817
5370076,36880,337,5.0,1319598973
5370077,36880,344,2.0,1319601674
5370078,36880,353,0.5,1319602162
5370079,36880,356,0.5,1319599672
5370080,36880,367,4.0,1319601727
5370081,36880,480,0.5,1319599783
5370082,36880,500,1.0,1319601717
5370083,36880,531,3.5,1319597298
5370084,36880,586,1.0,1319601838
5370085,36880,589,0.5,1319599839
5370086,36880,595,0.5,1319601690
5370087,36880,597,0.5,1319601729
5370088,36880,915,4.0,1319597457
5370089,36880,919,1.0,1319601922
5370090,36880,920,0.5,1319602196
5370091,36880,1012,0.5,1319597545
