,userId,movieId,rating,timestamp
3450000,23502,475,3.0,855174345
3450001,23502,506,3.0,855173121
3450002,23502,509,3.0,855173028
3450003,23502,527,1.0,855174002
3450004,23502,535,3.0,855174469
3450005,23502,541,5.0,855174134
3450006,23502,559,3.0,855173294
3450007,23502,589,2.0,855174066
3450008,23502,590,1.0,855174486
3450009,23502,593,5.0,855173947
3450010,23502,624,1.0,855173222
3450011,23502,645,5.0,855173010
3450012,23502,648,1.0,855172778
3450013,23502,680,5.0,855174251
3450014,23502,720,5.0,855174241
3450015,23502,733,1.0,855172828
3450016,23502,736,1.0,855172778
3450017,23502,741,4.0,855174300
3450018,23502,750,4.0,855173979
3450019,23502,778,3.0,855172884
3450020,23502,780,1.0,855172778
3450021,23502,784,1.0,855173449
3450022,23502,903,5.0,855174020
3450023,23502,912,4.0,855174020
3450024,23502,919,4.0,855174300
3450025,23502,923,3.0,855173979
3450026,23502,924,5.0,855173351
3450027,23502,949,2.0,855174267
3450028,23502,965,3.0,855174066
3450029,23502,968,3.0,855174157
3450030,23502,1050,1.0,855173430
3450031,23502,1089,5.0,855174213
3450032,23502,1094,3.0,855174231
3450033,23502,1114,1.0,855173485
3450034,23502,1117,4.0,855173499
3450035,23502,1127,2.0,855174361
3450036,23502,1151,5.0,855173469
3450037,23502,1157,4.0,855173187
3450038,23502,1172,5.0,855172951
3450039,23502,1173,3.0,855173121
3450040,23502,1175,5.0,855173010
3450041,23502,1176,4.0,855173140
3450042,23502,1190,4.0,855173223
3450043,23502,1193,5.0,855173979
3450044,23502,1200,3.0,855173949
3450045,23502,1201,4.0,855173979
3450046,23502,1206,5.0,855172992
3450047,23502,1210,3.0,855174085
3450048,23502,1214,4.0,855173949
3450049,23502,1215,3.0,855174114
3450050,23502,1219,4.0,855174586
3450051,23502,1220,3.0,855174086
3450052,23502,1222,3.0,855174032
3450053,23502,1228,4.0,855174002
3450054,23502,1232,5.0,855173170
3450055,23502,1240,3.0,855173949
3450056,23502,1241,2.0,855174186
3450057,23502,1245,3.0,855174134
3450058,23502,1249,4.0,855173140
3450059,23502,1251,5.0,855173101
3450060,23502,1255,1.0,855174361
3450061,23502,1260,5.0,855174020
3450062,23502,1261,2.0,855174213
3450063,23502,1266,5.0,855174002
3450064,23502,1271,3.0,855174400
3450065,23502,1274,5.0,855173170
